experiment,date,participant,condition,age_num,gender,race,parent_income,pas,pets_now,pets_child,dog_discomfort,dog_ambivalence,dog_desire_to_interact,dog_comfort,duration_interaction,panas_pre_neg,panas_pre_pos,panas_post_neg,panas_post_pos,panas_pos_diff,panas_neg_diff,vas_anxiety_pre,vas_anxiety_post,vas_stress_pre,vas_stress_post,stai_trait,stai_state,drm_accuracy,drm_d_prime,ncpc_pre_diff,ncpc_post_diff,ncpc_diff,bds_index_pre,bds_index_post,bds_index_diff,nback_d_prime_pre,nback_d_prime_post,nback_d_prime_diff
1,2018-11-02T00:00:00Z,67,hai,19,Female,White/Caucasian,$50000-$75000,6.222222222222222,0,1,1,3,4,3.25,NA,1.5,3.4,1,3.4,0,-0.5,NA,NA,NA,NA,NA,NA,0.5833333333333334,-1.6523912173310213,-2,-4,-2,4,3,-1,-0.2851175884917775,-1.3951707288752713,-1.110053140383494
1,2018-11-14T00:00:00Z,69,hai,22,Female,White/Caucasian,> $100000,4.444444444444445,0,1,1.5,2.5,2.6666666666666665,3,NA,1,3.4,1,2.8,-0.6000000000000001,0,NA,NA,NA,NA,NA,NA,0.6666666666666666,-0.8855463711431761,-3,-6,-3,6,9,3,1.540600553015838,1.3363897770530984,-0.20421077596273962
1,2018-11-14T00:00:00Z,71,hai,22,Female,Other,$50000-$75000,3.7777777777777777,0,1,3,1.5,NA,2.5,NA,1.1,1.7,1.2,2.1,0.40000000000000013,0.09999999999999987,NA,NA,NA,NA,NA,NA,0.8333333333333334,0.9524210114628358,1,-1,-2,6,5,-1,-3.7865080509492914,0.1044607872758144,3.8909688382251058
2,2018-11-26T00:00:00Z,104,control,20,Female,White/Caucasian,$50000-$75000,5.555555555555555,0,1,NA,NA,NA,NA,NA,1.1,1.4,1.4,1.9,0.5,0.2999999999999998,40,4,35,9,59,42,0.8333333333333334,1.2428788722163304,-3,-3,0,7,7,0,1.5219116205716527,0.8615307213838058,-0.6603808991878469
2,2018-11-26T00:00:00Z,106,control,18,Female,White/Caucasian,$75000-$100000,6.555555555555555,1,1,NA,NA,NA,NA,NA,1.1,2.6,1.3,2.5,-0.10000000000000009,0.19999999999999996,38,2,53,6,29,29,0.75,0.20445727304706776,1,-7,-8,6,9,3,1.2965239537847792,1.3896253559423188,0.09310140215753959
2,2018-11-27T00:00:00Z,108,control,18,Female,Black,$50000-$75000,5.722222222222222,1,1,NA,NA,NA,NA,NA,1.6,3.4,2.3,2.3,-1.1,0.6999999999999997,44,31,44,31,45,37,0.9166666666666666,2.0102453761447667,-4,-7,-3,7,8,1,1.2965239537847792,1.3896253559423188,0.09310140215753959
2,2018-11-27T00:00:00Z,110,control,18,Male,White/Caucasian,> $100000,4.777777777777778,0,1,NA,NA,NA,NA,NA,1,3.1,1,3.2,0.10000000000000009,0,12,6,10,6,32,29,0.75,0.20445727304706776,1,0,-1,9,6,-3,0.11756730940513549,0.8615307213838058,0.7439634119786703
2,2018-11-27T00:00:00Z,112,control,21,Female,Asian,$50000-$75000,5.277777777777778,1,0,NA,NA,NA,NA,NA,1.6,2.5,2,2,-0.5,0.3999999999999999,49,62,58,77,44,33,0.6666666666666666,-0.29185413564054297,3,-1,-4,4,8,4,-2.0673518001524425,-2.979609967048504,-0.9122581668960614
2,2018-11-28T00:00:00Z,114,control,19,Female,White/Caucasian,Preferred not to answer,6.111111111111111,0,1,NA,NA,NA,NA,NA,2.3,1.5,2.1,1.6,0.10000000000000009,-0.19999999999999973,65,70,64,70,51,58,0.8333333333333334,0.97182377697550415,3,0,-3,7,7,0,0.6896936888752023,0.00989329120239063,-0.6798003976728118
2,2018-11-29T00:00:00Z,116,control,18,Female,White/Caucasian,> $100000,6.611111111111111,1,1,NA,NA,NA,NA,NA,1.5,2.8,1.4,2.5,-0.2999999999999998,-0.10000000000000009,52,21,52,21,68,41,0.75,-0.06659782219375865,-1,-4,-3,8,7,-1,1.071136286997906,1.1255780386630623,0.0544417516651563
2,2018-11-29T00:00:00Z,118,control,18,Female,White/Caucasian,> $100000,6.388888888888889,1,0,NA,NA,NA,NA,NA,1.6,2.3,1.3,1.8,-0.4999999999999998,-0.30000000000000004,37,31,37,29,46,45,0.8333333333333334,1.513933967457156,-1,-2,-1,6,8,2,1.0191179765526293,1.3896253559423188,0.3705073793896896
2,2018-11-29T00:00:00Z,120,control,18,Female,Asian,$75000-$100000,6.555555555555555,0,1,NA,NA,NA,NA,NA,2.1,4.3,1.6,4.4,0.10000000000000053,-0.5,49,29,49,29,46,48,0.75,0.20445727304706776,-2,0,2,9,9,0,-0.6435259061698524,-1.2990072323578186,-0.6554813261879662
2,2018-11-29T00:00:00Z,122,control,19,Female,White/Caucasian,$50000-$75000,6.166666666666667,0,1,NA,NA,NA,NA,NA,1.4,3.2,1.2,3.2,0,-0.19999999999999996,14,7,3,7,38,28,0.6666666666666666,-0.5629092308813692,3,-2,-5,5,6,1,-1.7440481238406587,0.3578786201592664,2.101926743999925
2,2018-11-30T00:00:00Z,124,control,21,Female,White/Caucasian,Preferred not to answer,5.777777777777778,1,1,NA,NA,NA,NA,NA,1,2.8,1,2.7,-0.09999999999999964,0,2,3,2,2,41,33,0.75,0.47551236828789345,0,-1,-1,9,8,-1,0.250556696584054,-0.670622374482387,-0.921179071066441
2,2018-12-04T00:00:00Z,126,control,19,Female,White/Caucasian,> $100000,5.777777777777778,1,1,NA,NA,NA,NA,NA,1.1,3.2,1,3.1,-0.10000000000000009,-0.10000000000000009,3,2,5,4,29,24,0.6666666666666666,-0.29185413564054297,NA,NA,NA,8,8,0,1.469893310126376,1.3896253559423188,-0.08026795418405719
2,2018-12-04T00:00:00Z,128,control,19,Female,Other,$50000-$75000,5.444444444444445,1,0,NA,NA,NA,NA,NA,1,3.5,1,3.5,0,0,21,21,57,61,28,26,0.8333333333333334,1.2428788722163304,2,0,-2,5,9,4,-0.836001668187635,-0.4102290847384105,0.4257725834492245
2,2018-12-04T00:00:00Z,130,control,26,Male,Native American,$25000-$50000,3.2777777777777777,0,1,NA,NA,NA,NA,NA,1.1,3.2,1.3,2.4,-0.8000000000000003,0.19999999999999996,13,18,28,13,42,35,0.75,0.20445727304706776,0,-3,-3,8,9,1,0.134881734410902,0.35950149072996584,0.22461975631906383
2,2018-12-04T00:00:00Z,132,control,21,Female,Asian,$50000-$75000,6.111111111111111,1,1,NA,NA,NA,NA,NA,1.2,2.4,1.1,1.9,-0.5,-0.09999999999999987,32,38,45,39,42,39,0.6666666666666666,-0.5629092308813692,-2,1,3,8,9,1,-2.639328108766554,-2.656067171425601,-0.01673906265904712
2,2018-12-06T00:00:00Z,134,control,19,Female,White/Caucasian,> $100000,6.888888888888889,1,1,NA,NA,NA,NA,NA,1.4,3.2,1.2,3,-0.20000000000000018,-0.19999999999999996,47,25,48,51,34,34,0.75,0.20445727304706776,-9,-2,7,6,5,-1,0.3032334666552202,0.5379879257609036,0.23475445910568338
2,2018-12-06T00:00:00Z,136,control,19,Female,White/Caucasian,$75000-$100000,5.777777777777778,1,1,NA,NA,NA,NA,NA,1.2,1.9,1.1,1.6,-0.2999999999999998,-0.09999999999999987,20,5,20,4,47,32,0.8333333333333334,1.2428788722163304,-2,-6,-4,6,9,3,1.3112045402869876,0.7425397646965141,-0.5686647755904736
2,2018-12-06T00:00:00Z,138,control,20,Male,Other,$25000-$50000,5.722222222222222,0,1,NA,NA,NA,NA,NA,1.2,2.6,1.4,3,0.3999999999999999,0.19999999999999996,61,74,61,74,34,38,0.8333333333333334,1.2428788722163304,6,-11,-17,5,6,1,0.19645743805696603,0.35950149072996584,0.16304405267299982
2,2019-03-01T00:00:00Z,140,control,21,Male,Native American,Preferred not to answer,6.388888888888889,0,1,NA,NA,NA,NA,NA,5,2.3,4.8,3.2,0.9000000000000004,-0.20000000000000018,99,84,99,85,80,76,0.4166666666666667,-2.593953647425853,0,0,0,3,0,-3,-2.1018305793080203,-3.0056753709531767,-0.9038447916451564
2,2019-03-01T00:00:00Z,142,control,19,Male,Asian,> $100000,5.222222222222222,1,1,NA,NA,NA,NA,NA,1.1,2.3,1,2,-0.2999999999999998,-0.10000000000000009,28,18,34,19,40,34,0.5833333333333334,-1.0592206395689798,-1,-2,-1,6,6,0,0.9670996661073525,0.5974834041045494,-0.3696162620028032
2,2019-03-01T00:00:00Z,144,control,18,Male,White/Caucasian,$50000-$75000,6,0,1,NA,NA,NA,NA,NA,2,4.3,1.4,2.9,-1.4,-0.6000000000000001,36,4,83,10,38,35,0.8333333333333334,0.97182377697550415,-1,2,3,4,6,2,-2.1713884210429955,0.7425397646965141,2.9139281857395094
2,2019-03-11T00:00:00Z,146,control,22,Female,White/Caucasian,> $100000,6.166666666666667,0,1,NA,NA,NA,NA,NA,1.4,3.2,1.2,2.3,-0.9000000000000004,-0.19999999999999996,50,31,54,31,39,36,0.75,0.20445727304706776,2,0,-2,NA,NA,NA,1.3138383787905459,1.3896253559423188,0.07578697715177296
2,2019-03-25T00:00:00Z,148,control,23,Female,Asian,$25000-$50000,6.055555555555555,1,1,NA,NA,NA,NA,NA,1.1,2.8,1,3,0.20000000000000018,-0.10000000000000009,2,2,1,2,31,24,0.6666666666666666,-1.105019421363021,2,1,-1,7,9,2,1.044975713019313,0.5379879257609036,-0.5069877872584093
2,2019-03-25T00:00:00Z,150,control,18,Male,White/Caucasian,$50000-$75000,5.666666666666667,1,1,NA,NA,NA,NA,NA,1,3.8,2,4,0.20000000000000018,1,10,1,10,1,30,31,0.8333333333333334,1.2428788722163304,-1,0,1,7,7,0,0.741711999320479,0.8615307213838058,0.11981872206332678
2,2019-03-25T00:00:00Z,152,control,25,Male,Asian,$25000-$50000,4.388888888888889,1,0,NA,NA,NA,NA,NA,1.7,3.1,1.3,2.7,-0.3999999999999999,-0.3999999999999999,52,42,56,42,52,47,0.9166666666666666,2.0102453761447667,1,2,1,4,3,-1,-2.112785514338823,-2.7071961194749448,-0.594410605136122
2,2019-03-25T00:00:00Z,154,control,26,Female,White/Caucasian,$25000-$50000,6.611111111111111,1,0,NA,NA,NA,NA,NA,1.1,4.2,1,3.8,-0.40000000000000036,-0.10000000000000009,16,10,16,10,33,33,NA,NA,8,-1,-9,7,5,-2,0.134881734410902,0.4030856468489648,0.2682039124380628
2,2019-03-27T00:00:00Z,156,control,19,Female,Black,< $25000,4.277777777777778,0,1,NA,NA,NA,NA,NA,1.4,2.6,2,3.3,0.6999999999999997,0.6000000000000001,7,4,6,4,35,32,0.75,0.20445727304706776,-3,1,4,8,9,1,-0.801372818176102,0.18101505569902826,0.9823878738751302
2,2019-03-28T00:00:00Z,158,control,19,Female,White/Caucasian,> $100000,6.277777777777778,1,1,NA,NA,NA,NA,NA,1.1,4,1.2,3.3,-0.7000000000000002,0.09999999999999987,33,2,27,5,25,22,0.9166666666666666,2.0102453761447667,0,-3,-3,5,6,1,1.071136286997906,1.3293767702778672,0.2582404832799612
2,2019-04-01T00:00:00Z,160,control,20,Female,White/Caucasian,$75000-$100000,4.555555555555555,1,1,NA,NA,NA,NA,NA,1.4,1.9,1.5,1.8,-0.09999999999999987,0.10000000000000009,32,21,77,30,52,36,0.75,0.20445727304706776,1,-6,-7,7,7,0,NA,NA,NA
2,2019-04-04T00:00:00Z,162,control,21,Male,Other,$25000-$50000,6.666666666666667,1,1,NA,NA,NA,NA,NA,1,3.1,1,3.3,0.19999999999999973,0,6,4,5,4,31,28,0.8333333333333334,1.513933967457156,1,1,0,3,6,3,1.5219116205716527,1.3896253559423188,-0.1322862646293339
2,2019-04-15T00:00:00Z,164,control,18,Female,Asian,$50000-$75000,5.888888888888889,0,1,NA,NA,NA,NA,NA,1.1,1.6,1.1,1.8,0.19999999999999996,0,1,4,46,41,34,32,0.6666666666666666,-0.8339643261221951,5,-2,-7,3,9,6,0.3032334666552202,0.041594132862255676,-0.26163933379296456
2,2019-04-15T00:00:00Z,166,control,20,Female,Other,< $25000,6.055555555555555,0,1,NA,NA,NA,NA,NA,1.5,2.4,1.1,1.6,-0.7999999999999998,-0.3999999999999999,4,1,1,1,49,43,0.4166666666666667,-3.4071189331483307,4,-1,-5,4,4,0,NA,NA,NA
2,2019-04-15T00:00:00Z,168,control,20,Female,Black,$25000-$50000,6.555555555555555,1,1,NA,NA,NA,NA,NA,1,3.7,1,3.6,-0.10000000000000009,0,25,39,33,36,43,38,0.5833333333333334,-1.8723859252914572,NA,NA,NA,NA,NA,NA,-1.9976438875615121,-3.470881248935516,-1.473237361374004
2,2019-04-16T00:00:00Z,170,control,20,Female,White/Caucasian,$75000-$100000,6.055555555555555,1,0,NA,NA,NA,NA,NA,1,3.3,1,2.5,-0.7999999999999998,0,12,11,12,9,30,30,0.6666666666666666,-0.8339643261221951,-6,-3,3,7,8,1,0.4815454116661181,1.2088795989489642,0.7273341872828462
2,2019-04-16T00:00:00Z,172,control,22,Female,Asian,> $100000,6.388888888888889,1,1,NA,NA,NA,NA,NA,1.5,4.5,1.1,4.3,-0.20000000000000018,-0.3999999999999999,7,4,6,4,31,30,0.6666666666666666,-0.5629092308813692,1,5,4,NA,NA,NA,-2.1796871689692043,-1.8084011335459587,0.3712860354232457
2,2019-04-18T00:00:00Z,174,control,20,Male,Native American,Preferred not to answer,4.444444444444445,0,1,NA,NA,NA,NA,NA,1.1,3.8,1,3.5,-0.2999999999999998,-0.10000000000000009,3,3,6,4,33,29,0.75,0.47551236828789345,-4,-2,2,6,6,0,0.6733933456093055,-0.4102290847384105,-1.083622430347716
2,2019-04-19T00:00:00Z,176,control,23,Female,Asian,$50000-$75000,6.5,0,0,NA,NA,NA,NA,NA,1.7,3,1.1,3,0,-0.5999999999999999,17,11,16,12,47,43,0.75,0.47551236828789345,-4,0,4,4,7,3,-2.4314799732693793,-1.3845681146061375,1.0469118586632418
2,2019-04-23T00:00:00Z,178,control,19,Female,White/Caucasian,> $100000,6.611111111111111,1,1,NA,NA,NA,NA,NA,1.1,2.7,1.1,2.6,-0.10000000000000009,0,31,11,36,6,37,34,0.6666666666666666,-0.5629092308813692,1,1,0,6,6,0,-1.824349566647893,-3.580841786492212,-1.7564922198443191
2,2019-04-23T00:00:00Z,180,control,22,Female,Black,$75000-$100000,5.5,1,1,NA,NA,NA,NA,NA,2.2,3.4,2.4,2.1,-1.2999999999999998,0.19999999999999973,50,49,41,42,52,49,0.8333333333333334,1.2428788722163304,1,2,1,0,4,4,-2.136309358463599,-3.068605283696214,-0.9322959252326148
2,2019-04-23T00:00:00Z,182,control,20,Male,Other,$25000-$50000,6.333333333333333,0,1,NA,NA,NA,NA,NA,1.1,2.7,1,2.4,-0.30000000000000027,-0.10000000000000009,15,10,13,10,36,28,0.8333333333333334,1.2428788722163304,-3,-1,2,8,7,-1,1.469893310126376,1.3896253559423188,-0.08026795418405719
2,2019-04-24T00:00:00Z,184,control,21,Female,White/Caucasian,> $100000,5.888888888888889,1,1,NA,NA,NA,NA,NA,1.6,2.2,1.4,2.1,-0.10000000000000009,-0.20000000000000018,33,32,33,31,45,42,0.8333333333333334,0.97182377697550415,0,0,0,8,8,0,-1.1308721412815061,-2.0055883019472693,-0.8747161606657632
2,2019-04-17T00:00:00Z,274,control,22,Female,White/Caucasian,$50000-$75000,6.5,1,1,NA,NA,NA,NA,NA,1.4,3.1,1.3,1.8,-1.3,-0.09999999999999987,46,41,46,36,40,41,0.5833333333333334,-1.6013308300506321,5,-4,-9,0,4,4,0.41228771164305217,-1.105791456258281,-1.518079167901333
2,2018-11-28T00:00:00Z,103,hai,20,Female,White/Caucasian,$75000-$100000,6.611111111111111,0,0,1,2,4,3.5,180,1,3.9,1,4.8,0.8999999999999999,0,54,9,50,9,35,25,0.8333333333333334,1.2428788722163304,0,4,4,3,6,3,0.9150813556620757,1.0065870819757705,0.0915057263136948
2,2018-11-28T00:00:00Z,105,hai,21,Female,White/Caucasian,$75000-$100000,6.555555555555555,1,1,1,1,3.6666666666666665,3.25,180,1.1,3.2,1,3.5,0.2999999999999998,-0.10000000000000009,51,12,62,15,31,26,0.9166666666666666,2.0102453761447667,1,0,-1,9,9,0,0.0828634239656253,-0.5776968216997681,-0.6605602456653934
2,2018-11-28T00:00:00Z,107,hai,18,Female,White/Caucasian,$75000-$100000,5.5,1,1,1.5,1.5,3.6666666666666665,3.75,180,1.6,2.8,1,2.8,0,-0.6000000000000001,43,27,59,34,45,40,0.8333333333333334,0.97182377697550415,5,-1,-6,4,5,1,-2.1536988188973423,-2.880338747215483,-0.7266399283181406
2,2018-11-28T00:00:00Z,109,hai,21,Female,White/Caucasian,> $100000,5.111111111111111,0,1,1,3,3.3333333333333335,2.75,160,1,3.7,1,3.5,-0.20000000000000018,0,2,1,2,1,27,22,0.25,-5.2129070362460315,0,-4,-4,9,6,-3,0.9150813556620757,0.5045578513219305,-0.4105235043401452
2,2018-11-30T00:00:00Z,111,hai,18,Female,White/Caucasian,> $100000,5.833333333333333,1,1,1,2.5,2.3333333333333335,3.5,180,1.9,1.8,1.6,1.4,-0.40000000000000013,-0.2999999999999998,69,57,69,57,47,50,0.75,0.20445727304706776,-1,0,1,5,7,2,-2.2927394669393157,1.1486310132845126,3.4413704802238283
2,2018-11-30T00:00:00Z,113,hai,18,Female,White/Caucasian,> $100000,6.444444444444445,1,1,1,2,4,4,180,1.3,2.2,1.3,3.6,1.4,0,33,3,33,3,48,40,0.8333333333333334,0.97182377697550415,8,-5,-13,7,7,0,1.0191179765526293,1.0065870819757705,-0.012530894576858742
2,2018-11-30T00:00:00Z,115,hai,21,Female,White/Caucasian,$75000-$100000,6.166666666666667,1,1,1,2,4,4,160,1.3,4.3,1.2,4.9,0.6000000000000005,-0.10000000000000009,10,2,17,4,32,31,0.16666666666666666,-5.980273540174467,2,-3,-5,6,8,2,1.5219116205716527,1.3896253559423188,-0.1322862646293339
2,2018-12-03T00:00:00Z,117,hai,21,Female,White/Caucasian,$50000-$75000,5.944444444444445,0,1,1,1,4,3.75,180,1.1,3.5,1,3.9,0.3999999999999999,-0.10000000000000009,29,14,30,12,29,22,0.75,0.47551236828789345,-1,-4,-3,8,9,1,0.7937303097657558,1.1255780386630623,0.3318477288973065
2,2018-12-03T00:00:00Z,119,hai,21,Female,White/Caucasian,> $100000,6.277777777777778,1,1,1,1,3.6666666666666665,3.25,180,1.1,2.6,1,2.9,0.2999999999999998,-0.10000000000000009,12,1,3,2,39,29,0.75,0.20445727304706776,-7,-9,-2,9,9,0,0.9670996661073525,1.0808616481326847,0.11376198202533216
2,2018-12-03T00:00:00Z,121,hai,18,Female,White/Caucasian,> $100000,6.055555555555555,1,1,2,2.5,4,2.875,180,2.2,3.7,1.8,3.8,0.09999999999999964,-0.40000000000000013,60,33,60,46,31,32,0.6666666666666666,-0.5629092308813692,1,-1,-2,7,8,1,0.8855229143498924,1.3896253559423188,0.5041024415924265
2,2018-12-05T00:00:00Z,123,hai,20,Female,White/Caucasian,> $100000,6.333333333333333,0,1,1,1.5,4,3.375,180,1.6,3.7,1.1,3.7,0,-0.5,64,58,71,58,49,51,0.9166666666666666,2.281300471385593,-3,1,4,0,0,0,-2.5524558420258128,-3.068605283696214,-0.5161494416704011
2,2018-12-05T00:00:00Z,125,hai,18,Female,White/Caucasian,> $100000,5.944444444444445,1,1,1,1.5,3.3333333333333335,3.25,30,1.1,1.7,1,1.7,0,-0.10000000000000009,18,20,37,32,29,28,0.75,0.20445727304706776,-4,-1,3,0,0,0,0.9497102056736086,0.6830442863528683,-0.26666591932074035
2,2018-12-05T00:00:00Z,127,hai,20,Male,White/Caucasian,> $100000,5.277777777777778,1,1,2,1,3,3.375,180,1,3.5,1,3,-0.5,0,5,1,15,6,25,23,0.75,0.47551236828789345,2,-2,-4,0,0,0,-0.7018926300647044,-0.9524663557184743,-0.2505737256537699
2,2019-03-04T00:00:00Z,129,hai,18,Male,White/Caucasian,$50000-$75000,5.888888888888889,1,0,1.5,2.5,3.3333333333333335,3,180,1,3.9,1,3.7,-0.19999999999999973,0,6,5,6,5,23,22,0.8333333333333334,1.2428788722163304,-8,-4,4,9,7,-2,1.5219116205716527,1.0660825603194164,-0.45582906025223635
2,2019-03-04T00:00:00Z,131,hai,18,Female,White/Caucasian,> $100000,6.111111111111111,0,0,1,2,4,2.625,180,1,2.1,1,2.4,0.2999999999999998,0,8,3,26,2,29,29,0.75,0.20445727304706776,-6,-3,3,6,7,1,0.5163243325336057,1.3896253559423188,0.8733010234087132
2,2019-03-04T00:00:00Z,133,hai,20,Female,Other,Preferred not to answer,5.944444444444445,1,1,1,3,3.3333333333333335,3,180,1.4,1.7,1.5,3.1,1.4000000000000001,0.10000000000000009,74,15,73,15,53,43,0.8333333333333334,0.97182377697550415,-8,-3,5,7,7,0,-1.1218843021781133,-0.7709125977993057,0.35097170437880765
2,2019-03-04T00:00:00Z,135,hai,20,Female,White/Caucasian,$75000-$100000,5.222222222222222,1,1,1,1,3.6666666666666665,3,180,1.3,2.9,1.1,3.3,0.3999999999999999,-0.19999999999999996,71,47,70,49,32,34,0.75,0.20445727304706776,-3,-3,0,6,8,2,1.5219116205716527,1.3896253559423188,-0.1322862646293339
2,2019-03-08T00:00:00Z,137,hai,18,Female,White/Caucasian,Preferred not to answer,6.111111111111111,1,0,1,3,3.6666666666666665,3.75,180,1,3,1,3,0,0,26,9,21,15,25,27,0.75,0.20445727304706776,0,2,2,6,6,0,1.2965239537847792,0.8615307213838058,-0.43499323240097343
2,2019-03-08T00:00:00Z,139,hai,18,Female,Asian,Preferred not to answer,6.222222222222222,0,1,1,1.5,3.3333333333333335,3.5,120,1.1,2.5,1,2.5,0,-0.10000000000000009,22,3,16,1,42,31,0.75,-0.06659782219375865,4,-3,-7,6,9,3,-2.4140154774076583,0.5640533296655764,2.978068807073235
2,2019-03-08T00:00:00Z,141,hai,19,Female,White/Caucasian,> $100000,5.666666666666667,0,1,1.5,1.5,4,3.75,180,1,4.1,1,4.4,0.3000000000000007,0,22,1,21,1,21,20,0.75,0.20445727304706776,NA,NA,NA,5,7,2,1.1924873328942258,0.711849354658599,-0.4806379782356268
2,2019-03-11T00:00:00Z,143,hai,20,Female,White/Caucasian,> $100000,6.166666666666667,1,1,1,1,4,3.75,160,1.8,3.8,1.3,3.6,-0.19999999999999973,-0.5,47,18,51,18,35,26,0.9166666666666666,2.0102453761447667,3,-9,-12,5,6,1,1.4178749996810993,0.80203524304016,-0.6158397566409393
2,2019-03-11T00:00:00Z,145,hai,18,Female,White/Caucasian,> $100000,5.5,0,0,1,2,3.3333333333333335,3,180,1,2.8,1,3.6,0.8000000000000003,0,22,4,36,10,30,27,0.6666666666666666,-0.8339643261221951,-6,-4,2,6,7,1,1.2965239537847792,1.1255780386630623,-0.17094591512171697
2,2019-03-11T00:00:00Z,147,hai,19,Female,White/Caucasian,> $100000,6.777777777777778,1,1,1,1.5,3.6666666666666665,3,120,1,3.7,1,3.7,0,0,16,3,24,2,36,28,0.8333333333333334,0.97182377697550415,-4,-3,1,7,8,1,0.09394887482647618,1.3896253559423188,1.2956764811158425
2,2019-03-15T00:00:00Z,149,hai,20,Female,White/Caucasian,> $100000,5.666666666666667,0,1,1,2,4,2.75,120,1.3,3.3,1,3.1,-0.19999999999999973,-0.30000000000000004,8,1,17,1,43,38,0.6666666666666666,-0.29185413564054297,2,1,-1,7,7,0,-0.3852263346138881,0.21608172359006778,0.6013080582039558
2,2019-03-15T00:00:00Z,151,hai,18,Male,White/Caucasian,$75000-$100000,5.944444444444445,0,1,1,1.5,3.6666666666666665,3.5,180,1.4,3.5,1,3.5,0,-0.3999999999999999,7,8,6,7,35,38,0.5833333333333334,-1.3302757348098055,-2,-2,0,8,9,1,1.5219116205716527,1.1411102337971362,-0.3808013867745166
2,2019-03-15T00:00:00Z,153,hai,17,Female,Other,> $100000,6.111111111111111,1,0,1,2.5,3.6666666666666665,3.5,180,1.8,3.5,1.5,3.4,-0.10000000000000009,-0.30000000000000004,72,48,74,37,47,45,0.75,0.47551236828789345,0,-2,-2,7,8,1,1.2965239537847792,1.270634399255027,-0.025889554529752168
2,2019-03-29T00:00:00Z,155,hai,19,Female,White/Caucasian,> $100000,6.333333333333333,0,1,1,1.5,4,3.5,180,1.7,3.4,1.1,3.9,0.5,-0.5999999999999999,35,2,43,4,53,43,0.5833333333333334,-1.3302757348098055,-16,-1,15,7,7,0,0.5855820325566715,-0.0830322615802282,-0.6686142941368998
2,2019-03-29T00:00:00Z,157,hai,21,Female,White/Caucasian,> $100000,6.5,1,0,1,1.5,4,3.375,180,1.5,4.4,1,4.6,0.1999999999999993,-0.5,56,1,55,1,29,28,0.75,0.20445727304706776,-4,-2,2,NA,NA,NA,1.2965239537847792,1.3896253559423188,0.09310140215753959
2,2019-04-01T00:00:00Z,159,hai,21,Female,White/Caucasian,$50000-$75000,5.166666666666667,1,0,1,1,4,3.5,120,1.1,3.6,1,4.2,0.6000000000000001,-0.10000000000000009,62,11,62,14,27,23,0.75,-0.06659782219375865,-1,-4,-3,6,7,1,-0.801372818176102,-2.109849917565961,-1.3084770993898591
2,2019-04-01T00:00:00Z,161,hai,18,Female,White/Caucasian,$75000-$100000,6.833333333333333,1,1,1,1,2.5,2.5,180,1.1,2.6,1,2.7,0.10000000000000009,-0.10000000000000009,47,4,47,3,56,34,0.75,0.47551236828789345,-2,2,4,7,7,0,-0.27763349258353076,1.330129877598673,1.6077633701822038
2,2019-04-17T00:00:00Z,163,hai,20,Male,White/Caucasian,< $25000,1.8333333333333333,0,1,4,2.5,2,1,180,1,2.8,2.2,1.7,-1.0999999999999999,1.2000000000000002,9,34,13,38,34,32,0.75,0.20445727304706776,-2,3,5,8,9,1,1.5219116205716527,1.3896253559423188,-0.1322862646293339
2,2019-04-17T00:00:00Z,165,hai,21,Female,White/Caucasian,$50000-$75000,6.833333333333333,0,1,1,1,2.5,2.625,160,2.1,1.6,1.4,2.6,1,-0.7000000000000002,77,43,69,56,64,53,0.8333333333333334,1.2428788722163304,1,-1,-2,9,5,-4,1.5219116205716527,0.6854991765309684,-0.8364124440406844
2,2019-04-18T00:00:00Z,169,hai,20,Female,White/Caucasian,$25000-$50000,6.722222222222222,1,1,1,1,3.5,3.25,180,1.8,2.7,1,2.4,-0.30000000000000027,-0.8,39,26,60,35,60,52,0.6666666666666666,-0.8339643261221951,-2,-1,1,3,5,2,0.04001963757957534,-0.4065750572031306,-0.4465946947827059
2,2019-04-18T00:00:00Z,171,hai,20,Female,White/Caucasian,> $100000,6,0,1,1,2,4,3,180,2.6,3.4,1.5,3.1,-0.2999999999999998,-1.1,81,50,74,55,40,41,0.6666666666666666,-0.5629092308813692,-3,2,5,9,9,0,1.3097820518310659,1.3896253559423188,0.07984330411125296
2,2019-04-19T00:00:00Z,173,hai,22,Male,White/Caucasian,> $100000,6,0,1,1,2.5,3.3333333333333335,3.5,180,1.1,3.1,1.1,3.4,0.2999999999999998,0,26,8,33,14,33,25,0.6666666666666666,-0.5629092308813692,1,0,-1,7,6,-1,0.8457486202110325,1.0065870819757705,0.16083846176473804
2,2019-04-19T00:00:00Z,175,hai,21,Female,White/Caucasian,$50000-$75000,6.777777777777778,1,1,1,2,4,4,180,1,2.2,1,2.7,0.5,0,13,9,13,9,52,36,0.75,0.20445727304706776,-2,-1,1,8,9,1,0.8110447347715223,1.3896253559423188,0.5785806211707966
2,2019-04-19T00:00:00Z,177,hai,24,Female,White/Caucasian,$25000-$50000,5.277777777777778,0,1,1,2,3.3333333333333335,3.25,30,1.2,3.5,1,3.2,-0.2999999999999998,-0.19999999999999996,58,44,46,49,34,43,0.6666666666666666,-0.5629092308813692,2,-5,-7,7,8,1,1.5219116205716527,1.3896253559423188,-0.1322862646293339
